Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Doria-Rose_2015:CAP256	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Soto_2016:IAVI84	Soto_2016:N152	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD6	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-45	Wu_2015:Donor-45	Zhou_2013:Donor-IAVI23	Zhou_2013:Donor-IAVI57	Zhou_2013:Donor-IAVI74	Zhou_2013:Donor-NIAID45	Zhou_2013:Donor-RU3	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Gidoni_2019:S48	189825	43381	140690	131299	191438	173828	175569	186644	190333	161449	179700	152294	167360	159023	174013	139793	167603	149250	194427	190237	180852	171269	158841	182738	140693	190925	130500	173019	172685	176603	158688	195850	157766	197586	175017	168529	168077	144914	172784	171574	166704	167971	153442	166529	153566	162560	415609	149883	192193	180163	188320	183084	158578	192967	169536	191595	180779	170013	184355	178009	173854	167824	172147	184832	178182	161255	183286	168310	171056	157200	166493	158452	179234	170017	175514	181192	187927	179303	163602	170433	176300	169883	159733	174470	180639	193930	166321	190826	176268	169606	189229	179019	167904	175172	116384	179079	160992	190231	130846	157614	148005	314677	332083	332593	187307	31374	55634	33451	213312	189371	212157	214903	224208	241643	247223	229946	187996	225368	193997	237888	202491	277340	284533	272417	240546	241468	245631	243203	280959	270509	285233	238257	246089	282028	247821	277799	230482	280106	297688	245518	215825	287041	213181	275591	293316	23577	88485	60927	44915	88393	34372	66463	43596	133511
Gidoni_2019:S49	166182	39818	123886	117528	168730	156108	154407	164391	168604	146854	159662	137814	151550	144169	155351	123354	149797	136396	170672	164762	159683	152914	143032	161043	128336	168689	117533	153917	152741	156202	142642	174064	140263	176360	156417	149206	149671	127579	153213	155059	149525	149712	139279	147326	139982	146000	149883	346669	169201	157746	164342	160161	142848	168723	153150	167929	158420	151898	161652	156668	153639	147435	155006	162798	159376	143856	161422	149243	149330	140838	147473	142851	157780	150908	154161	162577	166043	159224	146534	153240	156643	151986	141450	153825	162064	169059	149390	167654	155343	152376	167741	158132	151363	156730	107477	159328	144468	169292	119657	143257	134960	268153	281699	281782	160920	29943	47752	30754	189699	170027	185267	188184	198852	210875	216463	201501	167811	196424	171758	207909	180688	239216	245082	233694	214402	212283	216058	213827	243142	235780	246839	209724	212979	242362	217506	241043	204628	242278	253151	213386	188510	246353	187059	238552	252865	22192	74836	51909	38790	80013	30499	57285	39553	118041
Gidoni_2019:S5	224946	49077	165471	147616	223437	201907	204600	215533	221780	186266	207147	172445	193698	182396	199322	157446	190607	171179	227223	218974	208034	197977	183344	211286	158994	222857	146251	198732	197304	204038	187011	230796	181844	234389	199474	191514	193253	162528	198583	198978	196714	192446	175827	192037	175510	187286	192193	169201	559081	207340	215799	210230	181465	224711	198319	223657	211074	195880	213758	204792	200593	191442	198708	212296	206873	184802	210749	191523	193069	179072	191804	181729	208882	195224	200933	209704	218986	209720	188893	195113	203263	192671	179145	197483	210056	224051	188837	222075	203327	195120	222091	205781	194085	204402	130164	207824	184055	224671	148938	180552	168540	402903	428012	428871	250444	38257	67866	36744	257920	226690	256571	257789	273472	296120	306053	281869	223543	278517	230393	292160	243173	344700	357090	338748	305924	299162	305155	303250	354155	344326	365169	296899	303158	354233	309039	350844	287284	354589	375890	302638	258052	364533	258088	344573	372240	26752	110893	71519	53841	101279	39304	78818	51264	156829
Gidoni_2019:S50	209157	47083	160935	141949	207628	184467	189466	202464	206111	169945	188012	159725	176643	167422	186043	152793	177542	155488	211864	208451	194859	183843	168661	198821	145654	205157	141077	186275	186331	189228	169081	208262	168211	212052	186084	181116	178546	159829	184647	181629	177162	178386	160371	178347	163791	169071	180163	157746	207340	480124	205280	200706	169094	210006	179007	209426	194862	183288	197343	194794	189237	182494	183148	201217	186614	174662	199503	180843	186344	168620	177600	166997	197545	181482	192393	193417	201587	193568	175975	179534	189646	181392	171775	186898	196311	213208	176588	205188	191227	177933	201529	197311	174926	186591	121200	194071	172339	197656	135817	163826	151711	357171	374537	379807	219118	34125	66149	36082	230264	202005	235877	237979	242267	266031	271337	253106	200065	246176	206865	262482	215321	305448	313739	303060	263941	260905	268033	260535	311999	295917	312368	257229	278625	314921	272120	308336	250944	299355	325304	261088	227108	310439	225022	303053	326273	27096	109087	71420	53219	99954	40043	80451	50753	154574
Gidoni_2019:S51	216863	48731	161271	144156	214682	191512	196380	212216	216318	179533	197245	165487	183158	173628	194546	155525	185675	161837	218673	215378	205778	190433	173146	208283	150681	213458	145834	192958	193025	195473	172612	216902	176572	222649	194376	187740	185160	163020	192028	189759	182216	186201	166480	183916	169408	178129	188320	164342	215799	205280	526916	208233	180041	218319	185954	217784	204768	189590	204586	200251	197794	189177	190774	211071	194651	179628	209594	185404	192925	172750	186626	174087	203399	188970	201540	201926	211611	202279	181860	189350	196493	189250	178788	195812	204109	220360	186640	213762	197158	186027	209687	204007	185016	193195	124253	201245	176937	210562	139625	171838	159799	381379	403855	411475	221194	39054	63079	38340	243291	213707	245318	247692	256176	279683	286347	264148	209988	255781	217990	274782	227698	332800	335687	322556	277683	277100	287011	277862	331299	313959	332857	276277	292162	332608	286286	325558	265125	321117	349715	279989	241169	335531	240450	325148	348474	26416	108019	67842	51659	97520	39412	76371	48306	154885
Gidoni_2019:S52	211951	48070	161506	143288	210337	186865	191436	205947	209205	172861	193528	162279	179332	169777	188899	154842	181239	159072	213845	210134	197195	186847	171165	203332	148920	208197	143120	187845	187585	191608	170220	211533	169830	215827	189171	182914	181678	161680	186962	185144	178330	181373	162895	179992	165141	172668	183084	160161	210230	200706	208233	494245	172222	213111	181489	213428	197412	186388	199361	196687	191077	183979	185385	204469	188458	176117	202877	181657	188896	170106	180341	170165	199489	184341	194706	196768	205744	196375	178927	182958	192026	184248	174940	191022	199525	215296	179034	210326	193682	181157	204426	199730	179179	188647	122337	196491	174266	202709	136851	167810	155107	364857	382568	388061	216749	37484	66964	38200	236081	205589	238153	241419	248557	273085	277880	257562	204937	249642	211520	267687	221410	315141	322361	311615	269349	268329	274420	266907	318563	300714	318668	264244	282759	321100	278032	315258	256993	309166	334307	268215	234263	318548	230470	312721	335441	25849	104851	72291	53690	99474	38809	77553	49465	154086
Gidoni_2019:S53	180976	46469	140216	127633	180266	163135	168759	177385	181878	153511	166909	143510	156308	149021	164100	134674	156875	139987	181073	176899	171830	161505	147803	172027	132302	177993	128654	164153	161394	164852	146960	179896	149928	186946	163702	158615	157081	137809	162320	163267	154905	158234	144404	155185	146616	155330	158578	142848	181465	169094	180041	172222	399217	181507	158652	180532	173108	162452	171198	167833	168867	159690	163084	177687	166669	153272	175394	156998	158591	149055	161536	151474	169898	163785	168308	171706	178454	174434	155631	160059	165023	159643	151452	163526	171247	180982	160041	179691	167853	160034	176558	168503	160006	164160	110452	174641	150972	177590	122714	146874	140331	298341	317231	317287	165057	33632	49793	35423	203971	182362	204512	206375	213360	226856	233495	216890	179282	210652	184574	224764	193059	269304	270919	259899	228756	228143	236342	230920	267635	255428	270031	230597	237982	265228	235788	262120	217549	260688	278183	228663	199650	268034	200386	263707	279200	23719	84131	56550	42554	85969	34303	63996	41377	132981
Gidoni_2019:S54	235736	54351	183790	150990	228897	200284	202749	217567	222287	184076	207637	172826	194031	180730	200383	162519	191488	172027	229608	221487	207994	197468	180998	214109	158137	223801	150734	199533	197956	203448	182709	229139	180114	232541	199404	193279	192321	168095	198820	197987	190780	192141	174791	190545	179016	183966	192967	168723	224711	210006	218319	213111	181507	593838	194173	224721	210942	198404	213049	207262	201535	193488	198296	216396	203605	188818	213287	193500	195748	181554	190386	179821	209841	197589	203069	210798	219023	209521	193399	194406	206081	194647	182604	200830	212579	230117	190050	224597	205123	194175	220432	211703	191199	201161	129379	211385	186515	220598	146334	178722	166393	423522	445819	448573	255455	41635	73464	42840	268963	231405	264344	271660	281110	304922	314109	287752	230274	280578	233714	303375	249769	360518	371573	352126	315176	310136	317304	307941	369325	354708	375731	307075	320451	368512	319866	362165	297608	353260	375363	301990	258140	361589	253417	358881	388296	28564	116881	77810	57369	110631	41282	85771	54223	172172
Gidoni_2019:S55	191954	39961	137729	129725	195732	181403	181920	188576	195173	171205	187330	157797	176713	166292	175939	136966	169672	158154	199032	191414	185020	176499	168056	184545	148114	197760	128544	176454	173737	181342	171357	208606	161962	208099	176464	167519	171952	140158	175010	180774	179520	171626	161992	172761	159703	168020	169536	153150	198319	179007	185954	181489	158652	194173	457720	194874	184222	174094	187900	179366	173771	165350	177353	185733	186705	162330	184063	172467	167547	157469	168837	161889	181783	173134	173369	185828	190046	183634	168665	174768	178874	169573	157451	172622	183438	194184	168892	194492	176671	175129	195610	178806	173891	184377	122375	182746	165164	200109	140393	168151	155336	334922	354844	354074	220034	30746	60154	31319	224754	197825	218381	219639	237853	254131	262589	244196	199319	243474	201621	251716	213658	287880	298869	281348	269035	260999	262314	265011	298999	294039	309342	252972	251930	301297	265599	297720	251469	303920	316183	260311	226565	315440	229992	287552	311668	24441	95802	61744	47739	88844	34430	68004	46257	132402
Gidoni_2019:S56	220855	48306	165442	148564	222497	199151	203675	216065	221310	184687	203988	169964	190635	179840	198667	160483	190320	168286	226352	221410	208624	196190	182200	211422	157114	220671	147974	197646	197218	201467	183299	226435	180184	229788	197968	191110	190743	167011	197615	196639	192248	191040	172261	191514	173243	182313	191595	167929	223657	209426	217784	213428	180532	224721	194874	540121	209462	193658	210504	205712	200684	193274	196710	214709	201644	184328	213000	192788	195282	177933	191117	179232	209139	193688	202932	207760	218023	209051	188393	193909	202464	192737	182008	199504	209506	225203	188160	221993	202902	190117	216168	209510	189568	200537	128578	206950	183180	217788	146617	177745	165167	393292	416798	419637	241640	37168	67991	38180	251169	219007	254078	253490	266236	291088	298131	276044	217584	268191	224151	284872	235676	337725	347545	333316	294801	287256	294588	289134	344492	329763	348992	284790	299320	345798	299539	341037	277072	339495	365697	291217	251251	351332	251144	335786	362509	26454	111143	72858	54314	101240	39565	80213	50993	157719
Gidoni_2019:S57	216245	49096	168634	143915	208859	190794	194389	204993	207385	177296	195350	163548	181319	172696	186611	152533	180091	161850	213014	206994	200465	185646	174836	198205	150324	209349	143633	189038	186237	193164	176237	216285	176731	218296	185766	180041	182481	157263	187455	188572	182350	181140	165412	180445	169303	174907	180779	158420	211074	194862	204768	197412	173108	210942	184222	209462	516322	189245	202251	196441	189718	180265	186904	203603	192345	174683	200490	181333	182941	169991	180486	169371	195989	187436	189332	198185	205354	196547	178969	182542	191412	179846	171166	185318	198762	209527	181392	206334	189898	181055	208823	194484	182885	190998	124086	199265	174670	206025	141296	170203	157559	376041	398128	401789	247537	31860	70939	37590	243286	209166	242513	245498	255489	279808	283936	263985	213981	263570	215084	277653	229287	321810	327296	310875	286877	278373	286502	281560	328442	318914	336285	274032	286973	331613	291070	325463	269532	320008	341711	273651	234457	337115	240886	316819	345797	29374	119958	76092	59665	106465	43275	85597	54497	164405
Gidoni_2019:S58	203106	45470	157013	135704	196526	180529	182426	195758	197227	168230	185657	155538	173581	164237	177557	143273	170807	154284	200212	194386	186279	175563	165636	189101	143584	199223	138187	180943	176791	182350	167727	206904	163973	209654	176937	170561	173450	147588	176616	180543	173523	171544	158514	169723	163281	166956	170013	151898	195880	183288	189590	186388	162452	198404	174094	193658	189245	475388	190943	183700	179019	167004	176752	192187	182122	164714	189341	171094	173309	161511	168975	159497	183189	178639	179615	187774	191448	185026	170680	173835	180884	170541	161053	174591	189049	197169	171051	193380	178766	173062	197512	182798	173883	181291	120410	188243	167213	194175	134869	163671	149160	349574	370523	370723	234444	32382	67967	34458	230580	199058	226174	231074	243272	263372	269215	248985	205398	246393	203347	263222	217259	298192	309032	289223	274560	267714	271833	267197	309634	300905	315131	259090	267291	313129	276837	308496	260229	296878	316633	255864	221076	310584	223944	297002	323931	27743	109495	71714	55797	101400	39491	81637	51511	155794
Gidoni_2019:S59	214810	45095	160665	143836	211085	194684	193915	206476	209742	178760	199775	167229	186161	176188	190390	150792	182984	165552	216867	210071	199886	187938	177222	201187	152366	215179	142276	191411	189269	197582	178094	222687	175142	223531	190037	183270	186061	157317	189523	191295	186809	183507	169454	182689	169932	178436	184355	161652	213758	197343	204586	199361	171198	213049	187900	210504	202251	190943	518839	197250	190191	180007	190620	204048	197909	177282	201135	183854	186524	172692	179882	171918	196432	187328	190866	201678	207072	196572	180849	186690	195306	183373	171198	186949	200950	214752	181451	209342	191148	186079	213861	196174	186191	196158	126552	198826	177961	212698	143444	175698	160703	378712	400771	401902	253767	31204	69888	33706	244523	213612	241761	245898	259830	281779	288408	267363	215654	264921	218239	279884	231185	320650	334113	315802	291746	287025	289730	288668	333783	326322	343026	278266	285408	337081	294125	331628	276363	329161	349371	282991	242555	341472	243329	320810	349120	27774	113078	72583	55611	102599	40166	81965	52804	155655
Gidoni_2019:S60	207519	46528	159270	142117	204827	185481	188801	200779	202691	170685	188848	160278	176764	168856	183734	150901	176714	157222	209104	205902	193068	181728	169795	195286	146258	204980	139975	185466	184844	189436	169585	209176	170101	210504	183884	178518	179859	157897	185311	182607	176457	178804	160466	176460	163493	168755	178009	156668	204792	194794	200251	196687	167833	207262	179366	205712	196441	183700	197250	475161	187142	179743	182921	199284	186141	173942	197756	178219	183700	168519	175685	165411	194040	181317	187635	193412	200888	190569	174583	178302	188881	178909	169561	184122	192683	208453	176012	203278	186816	176738	203248	193852	176823	185866	120186	192592	171001	198088	136707	165742	153243	351629	370667	373610	225045	31545	67218	36394	229393	199434	232964	233932	239958	264877	267330	250551	201349	246715	208019	262284	217550	299393	308141	295381	264392	258922	264371	261040	308180	294358	310306	253738	273369	312069	270606	304571	249253	299145	323073	258448	224764	310514	225528	297793	322092	27056	110335	72786	54408	100797	39997	81118	51312	153798
Gidoni_2019:S61	196562	44469	149979	136555	199016	179047	185058	197889	199894	165634	181373	155678	171053	163923	178561	144841	172909	153037	202754	199145	188355	176567	163437	190196	142120	197152	137561	182799	180050	182450	163323	199997	165966	206872	177412	174461	174120	152413	180896	178359	170756	174187	154686	171184	156410	167128	173854	153639	200593	189237	197794	191077	168867	201535	173771	200684	189718	179019	190191	187142	455604	175648	177482	195404	181453	169863	194739	172937	177906	163920	176037	163272	188298	177552	186372	187426	196791	190764	169228	173280	185139	173904	165971	179707	187227	202499	171629	197692	183060	171995	196070	188892	173909	179665	117922	188619	166852	193205	131445	159663	149143	333884	356464	356035	208576	33390	62074	34543	218291	192408	221682	222864	229495	250947	255412	238294	190764	234224	199829	246313	206896	287972	294356	284131	250515	246317	252425	247355	292770	280351	296196	243661	260312	294444	257022	289250	236128	286658	309983	250074	216024	297116	217342	283981	305390	25242	101263	66696	50109	93263	38109	75940	46912	144517
Gidoni_2019:S62	189046	45783	146395	133158	191830	169832	176020	185867	189481	157260	173120	149064	162371	155468	172021	143281	166094	144805	192174	191149	179152	169993	155792	182324	136479	186019	132112	170651	171915	173999	155393	187576	155508	190597	172340	169754	165990	148333	172463	167203	161960	167311	148655	165332	151851	157123	167824	147435	191442	182494	189177	183979	159690	193488	165350	193274	180265	167004	180007	179743	175648	412233	168643	185505	171808	163234	185246	168014	170933	157649	168203	156225	181524	168287	176256	179344	187481	179378	163043	166590	174623	169444	162207	175689	178900	193633	163995	190867	178627	164464	183750	181900	162287	169673	113005	179219	158675	181228	126009	151469	143169	312490	327569	329810	174420	32937	56151	38448	208179	183419	214629	213375	216367	235644	240722	224913	180673	217753	190437	233394	197016	274757	278498	272100	231418	229914	237171	231294	275707	258045	272969	231090	249945	275132	241036	270675	218682	267944	289767	233717	208395	274082	204673	270887	287484	23780	90894	62545	45373	89083	35513	68117	43800	136456
Gidoni_2019:S63	200148	44927	149376	133160	197230	182192	181015	191570	195783	168287	185867	157409	176309	165255	179461	140927	171533	156518	201493	193580	185325	176303	164841	187583	145674	198893	133340	177810	176795	181436	167021	205429	161959	208331	178389	170719	173571	145327	176348	179684	175044	172509	160289	171142	160138	168358	172147	155006	198708	183148	190774	185385	163084	198296	177353	196710	186904	176752	190620	182921	177482	168643	460540	189170	185413	165075	186529	171741	172196	161710	169534	163514	183384	175224	178685	189144	193165	185125	169879	176831	181959	172580	160879	175355	188242	198193	170801	195044	180027	175382	197613	182190	174897	183302	121444	185735	166147	199197	136505	165168	153150	342395	361646	361286	217203	33775	59165	34843	228611	201254	223412	226341	241725	258591	265882	245641	200734	243242	202764	255498	215529	295989	306553	288580	268282	262058	267377	265611	304433	296996	312594	257973	261549	305533	269782	301875	253053	301608	316928	260855	224953	309478	225170	295019	320079	25912	98467	63652	48567	94768	36247	71429	47938	142385
Gidoni_2019:S64	216628	48636	164448	144735	213861	191363	196855	212049	216269	179800	199660	166311	184008	174705	193442	154976	185083	163659	218004	213648	202312	188953	175365	203905	152083	212732	146353	194657	189862	195291	175172	218858	175638	222498	193076	184962	184979	160771	189988	192185	182441	184666	166461	182765	170854	177632	184832	162798	212296	201217	211071	204469	177687	216396	185733	214709	203603	192187	204048	199284	195404	185505	189170	525459	193613	178293	211949	186782	188916	172492	184881	171970	200484	190232	198414	202302	208985	200963	182055	186630	194139	185745	176571	192809	201428	216839	184996	212657	194317	184213	209308	201677	185254	192829	124590	204338	177242	208698	142415	172966	159669	380016	405091	406017	230304	35813	65834	40324	246267	211716	245026	247198	257562	282243	287031	267886	213942	259126	217427	278140	231450	327461	335218	318452	282838	278808	286562	279556	333369	316233	334454	274457	290169	335511	289840	328079	269859	320536	344944	275551	238678	334250	239261	323968	347265	27054	109721	70469	53352	101560	39723	81420	50632	159597
Gidoni_2019:S65	203075	41362	144014	133997	203763	191194	187279	197354	203160	178128	198247	164377	184619	174324	183757	138941	176513	165590	209021	199787	193867	182029	172637	192088	153008	208691	133604	184058	181677	190139	175648	220228	169576	219210	184740	175004	179545	144834	181880	188786	185796	178533	169348	177308	166586	177172	178182	159376	206873	186614	194651	188458	166669	203605	186705	201644	192345	182122	197909	186141	181453	171808	185413	193613	500838	167823	191118	177585	175011	163670	173846	168176	186608	180639	180083	194656	201183	190751	174628	182377	188691	177880	163372	179335	192953	202786	176649	202214	183797	183527	207445	185916	184547	191498	126493	190569	171754	214513	145874	175911	162406	362105	384689	382624	236739	31007	60821	33196	238186	210671	229342	232511	254352	270359	279991	256395	210858	256286	212594	266998	226569	308572	322215	301410	285876	280619	282155	286244	320615	317850	335502	272052	268295	322970	284265	318239	269954	330149	343633	282071	241713	339764	243949	309604	335165	25281	99527	62068	48103	90882	34952	70096	47506	136751
Gidoni_2019:S66	181809	42393	141850	129593	187172	166437	169479	179352	182374	153947	168773	146274	162722	152539	166395	136735	160581	145332	189954	182947	172520	164331	152828	175426	133756	183442	128252	166792	166517	170522	153341	185296	153650	189118	165851	162556	161737	142903	166826	163948	159570	161880	146227	160833	147441	153525	161255	143856	184802	174662	179628	176117	153272	188818	162330	184328	174683	164714	177282	173942	169863	163234	165075	178293	167823	404640	177055	162527	165365	155766	161000	151208	174570	162999	168557	173894	180115	172857	161492	161614	173758	162259	153938	166175	172753	189534	158902	185372	169526	160507	181679	175990	160387	168310	111785	173002	158321	177933	124417	149908	140366	302669	317428	318618	193138	30151	60567	32954	205878	181361	205390	209160	212317	230078	234615	219376	178439	215483	185349	229078	191939	261608	270265	262920	233885	229552	235196	229252	270980	260458	273481	225690	240737	269130	237603	267931	218888	263952	279805	232321	200777	268699	199654	261035	280668	24815	93523	65071	47191	91352	36226	71479	45473	135304
Gidoni_2019:S67	208089	45486	156111	142356	210641	189047	195512	210717	214686	177451	195808	164747	181760	171983	190432	152859	183090	161290	214979	212214	200448	187340	173202	201513	150002	209847	143466	192872	188518	193537	172429	214756	173922	219343	190707	184285	183086	160330	188344	189401	181034	183975	164628	181885	166631	175682	183286	161422	210749	199503	209594	202877	175394	213287	184063	213000	200490	189341	201135	197756	194739	185246	186529	211949	191118	177055	504994	184453	187693	170873	183829	169340	198237	186908	196142	198721	205835	198636	178706	183603	192775	184039	174455	190401	198450	215349	182183	210509	191625	181699	206959	200661	182901	190411	122994	200539	174087	204942	139882	170220	157604	365341	390075	391031	223773	33149	64493	38138	237214	205830	238110	238640	247734	272743	275795	258915	206074	251426	213062	268254	223297	314646	322365	308013	270845	267843	274860	268637	319493	303306	320647	263511	280008	322535	279174	315706	257597	311632	336553	268772	234512	324295	234638	311103	333115	26258	107257	68329	51716	97169	39011	79578	49317	152086
Gidoni_2019:S68	192857	44022	145617	131356	193479	174791	177877	186092	192619	165094	183986	153247	169739	160870	173228	141395	168240	150862	197486	191291	183067	173492	163366	183039	142651	191977	130732	173449	171234	176706	164275	199965	157980	197791	175042	167820	168017	144247	171600	173929	171068	167982	156021	169665	157182	161154	168310	149243	191523	180843	185404	181657	156998	193500	172467	192788	181333	171094	183854	178219	172937	168014	171741	186782	177585	162527	184453	433737	168992	156315	165776	157405	180339	170738	173120	180970	185854	179733	166639	170019	174858	168619	160417	173951	180652	193041	167515	192180	176787	169327	189359	180578	168737	176694	117793	180951	162567	188579	133605	159437	147621	326245	342994	344067	199920	29919	59415	37489	221474	191214	218146	219169	229782	249214	254820	238752	192023	234194	197581	246871	209751	284578	291586	277209	252992	248594	253997	252128	291465	278693	293900	243452	253439	291986	256848	286972	239579	286470	302877	247669	218780	297763	218053	282681	301774	25116	95592	63663	47708	90938	36278	70052	46459	138552
Gidoni_2019:S69	191085	41169	143592	133417	192190	173067	177247	191154	192244	159565	176049	151628	167539	158670	174439	142926	168373	147732	197363	195761	182629	173208	159435	186533	137554	193089	132875	176923	175869	179172	158170	194486	160185	198800	174448	170820	169582	151281	175422	171797	165810	168781	151372	167896	152220	160205	171056	149330	193069	186344	192925	188896	158591	195748	167547	195282	182941	173309	186524	183700	177906	170933	172196	188916	175011	165365	187693	168992	426462	160669	167672	157050	184637	169723	180892	181672	189300	180271	164557	169172	180560	169857	161826	176628	182031	199913	165804	192039	176856	166442	190536	185453	166662	175314	114987	180175	162761	184738	127288	156368	143651	318808	335001	339398	204212	30712	62869	31470	209216	184262	213523	215128	218729	241923	243612	230398	184133	223359	191614	238653	196780	273238	281642	272971	236203	235995	240391	235440	279748	265186	278943	230420	248887	282996	245664	276762	225979	271699	296221	238593	209805	281973	208716	270119	291165	25065	100550	67261	50201	92534	37440	74913	47202	139045
Gidoni_2019:S7	180627	42436	139687	127802	179388	163059	164418	174343	175262	149390	163553	141491	157564	148363	160773	133979	155729	140735	182656	176933	167589	159475	148434	169538	130405	177849	126155	161744	161616	166145	148875	179068	148596	183118	161541	158907	157494	138948	162198	159063	154415	157251	142871	155445	144541	150623	157200	140838	179072	168620	172750	170106	149055	181554	157469	177933	169991	161511	172692	168519	163920	157649	161710	172492	163670	155766	170873	156315	160669	376254	155683	147701	168413	159170	163196	169833	175134	167419	155117	156947	167580	157073	149332	161297	169053	182726	154765	178320	164915	156647	176703	168839	156798	163726	109650	168199	153219	173587	120175	145563	135887	289536	303009	303840	185139	29611	58313	30848	199968	176619	199760	203446	206790	223330	227088	212407	176023	208632	179738	223008	187454	252115	260925	251309	227048	223611	227886	224413	260876	249908	261785	218704	232513	259714	231415	258227	213888	254574	269186	223707	195443	258877	194570	252364	270710	25643	92590	63717	46568	92237	36581	71418	46370	135057
Gidoni_2019:S70	184342	42717	139733	131181	189649	170390	178864	186334	190534	159587	173968	149778	164162	156551	170479	139849	165214	146813	190888	186654	178990	169440	157688	180532	138160	186856	130835	172192	169193	173633	159070	191031	157371	196615	171340	165974	165557	143545	170172	171475	165798	165731	150569	166295	150244	162082	166493	147473	191804	177600	186626	180341	161536	190386	168837	191117	180486	168975	179882	175685	176037	168203	169534	184881	173846	161000	183829	165776	167672	155683	416972	157822	178553	170044	176811	178523	185415	182714	162423	166964	173444	166613	157615	171358	177911	190763	163878	189395	175816	166037	185629	177062	166682	173651	114893	180266	159093	185792	128626	153547	144997	310135	330076	328507	186386	31027	56265	33474	208300	185855	211279	211084	218221	235568	241058	226358	183668	222249	189250	231787	197639	272957	277783	268454	237962	235058	240842	237454	275828	265775	280348	234256	243595	276156	243110	272725	223608	273387	291393	239708	209182	282755	210380	269196	288499	23946	91735	60883	45811	87408	35456	68642	44232	133861
